Fault index 1 = needles segment
Fault index 2-5 = Kekerengu, Jordan Thrust, Upper Kowhai segments
Fault index 6-7 = Hope segments
Fault index 8-16 = Humps/Hunderlee segments
Fault index 17-18 = London Hills
Fault index 19 = Fidget
Fault index 20 = interface
longditude (centre of patch), latitude (centre of patch), strike, dip, rake, slip (m), length (km), top of patch (km), bottom of patch (km) index	
173.7217 -42.2456 243.778034 70.000000 180.000000 0.334479 1.965706 8.333333 11.111111	   7.0000000e+00
173.7167 -42.2373 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.7117 -42.2290 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.7068 -42.2207 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.7018 -42.2124 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.6968 -42.2041 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.7149 -42.2778 243.778034 70.000000 180.000000 3.977270 1.965706 0.000000 2.777778	   7.0000000e+00
173.7099 -42.2694 243.778034 70.000000 180.000000 2.465988 1.965706 2.777778 5.555556	   7.0000000e+00
173.7049 -42.2611 243.778034 70.000000 180.000000 1.039264 1.965706 5.555556 8.333333	   7.0000000e+00
173.7000 -42.2528 243.778034 70.000000 180.000000 0.208801 1.965706 8.333333 11.111111	   7.0000000e+00
173.6950 -42.2445 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.6900 -42.2362 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.6850 -42.2279 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.6800 -42.2196 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.6751 -42.2113 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.6931 -42.2849 243.778034 70.000000 180.000000 2.581903 1.965706 0.000000 2.777778	   7.0000000e+00
173.6882 -42.2766 243.778034 70.000000 180.000000 1.622716 1.965706 2.777778 5.555556	   7.0000000e+00
173.6832 -42.2683 243.778034 70.000000 180.000000 0.616041 1.965706 5.555556 8.333333	   7.0000000e+00
173.6782 -42.2600 243.778034 70.000000 180.000000 0.084190 1.965706 8.333333 11.111111	   7.0000000e+00
173.6732 -42.2517 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.6682 -42.2434 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.6633 -42.2351 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.6583 -42.2268 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.6533 -42.2185 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.6714 -42.2921 243.778034 70.000000 180.000000 2.155265 1.965706 0.000000 2.777778	   7.0000000e+00
173.6664 -42.2838 243.778034 70.000000 180.000000 1.035306 1.965706 2.777778 5.555556	   7.0000000e+00
173.6614 -42.2755 243.778034 70.000000 180.000000 0.282568 1.965706 5.555556 8.333333	   7.0000000e+00
173.6564 -42.2672 243.778034 70.000000 180.000000 0.006280 1.965706 8.333333 11.111111	   7.0000000e+00
173.6515 -42.2589 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.6465 -42.2506 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.6415 -42.2423 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.6365 -42.2340 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.6316 -42.2256 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.6496 -42.2993 243.778034 70.000000 180.000000 2.084982 1.965706 0.000000 2.777778	   7.0000000e+00
173.6446 -42.2910 243.778034 70.000000 180.000000 0.638052 1.965706 2.777778 5.555556	   7.0000000e+00
173.6397 -42.2827 243.778034 70.000000 180.000000 0.079730 1.965706 5.555556 8.333333	   7.0000000e+00
173.6347 -42.2744 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.6297 -42.2661 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.6247 -42.2578 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.6198 -42.2494 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.6148 -42.2411 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.6098 -42.2328 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.6278 -42.3065 243.778034 70.000000 180.000000 1.570619 1.965706 0.000000 2.777778	   7.0000000e+00
173.6229 -42.2982 243.778034 70.000000 180.000000 0.298413 1.965706 2.777778 5.555556	   7.0000000e+00
173.6179 -42.2899 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.6129 -42.2816 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.6079 -42.2733 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.6030 -42.2649 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.5980 -42.2566 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.5930 -42.2483 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.5881 -42.2400 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.6061 -42.3137 243.778034 70.000000 180.000000 0.000000 1.965706 0.000000 2.777778	   7.0000000e+00
173.6011 -42.3054 243.778034 70.000000 180.000000 0.000000 1.965706 2.777778 5.555556	   7.0000000e+00
173.5961 -42.2971 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.5911 -42.2887 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.5862 -42.2804 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.5812 -42.2721 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.5762 -42.2638 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.5713 -42.2555 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.5663 -42.2472 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.5843 -42.3209 243.778034 70.000000 180.000000 0.000000 1.965706 0.000000 2.777778	   7.0000000e+00
173.5793 -42.3125 243.778034 70.000000 180.000000 0.000000 1.965706 2.777778 5.555556	   7.0000000e+00
173.5743 -42.3042 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.5694 -42.2959 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.5644 -42.2876 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.5594 -42.2793 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.5545 -42.2710 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.5495 -42.2626 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.5446 -42.2543 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.5625 -42.3280 243.778034 70.000000 180.000000 0.000000 1.965706 0.000000 2.777778	   7.0000000e+00
173.5575 -42.3197 243.778034 70.000000 180.000000 0.000000 1.965706 2.777778 5.555556	   7.0000000e+00
173.5526 -42.3114 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.5476 -42.3031 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.5426 -42.2948 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.5377 -42.2864 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.5327 -42.2781 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.5277 -42.2698 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.5228 -42.2615 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.5407 -42.3352 243.778034 70.000000 180.000000 0.000000 1.965706 0.000000 2.777778	   7.0000000e+00
173.5357 -42.3269 243.778034 70.000000 180.000000 0.000000 1.965706 2.777778 5.555556	   7.0000000e+00
173.5308 -42.3186 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.5258 -42.3102 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.5208 -42.3019 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.5159 -42.2936 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.5109 -42.2853 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.5060 -42.2770 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.5010 -42.2687 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.5189 -42.3424 243.778034 70.000000 180.000000 0.000000 1.965706 0.000000 2.777778	   7.0000000e+00
173.5139 -42.3340 243.778034 70.000000 180.000000 0.000000 1.965706 2.777778 5.555556	   7.0000000e+00
173.5090 -42.3257 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.5040 -42.3174 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.4991 -42.3091 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.4941 -42.3008 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.4891 -42.2924 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.4842 -42.2841 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.4792 -42.2758 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.4971 -42.3495 243.778034 70.000000 180.000000 0.000000 1.965706 0.000000 2.777778	   7.0000000e+00
173.4921 -42.3412 243.778034 70.000000 180.000000 0.000000 1.965706 2.777778 5.555556	   7.0000000e+00
173.4872 -42.3329 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.4822 -42.3246 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.4773 -42.3162 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.4723 -42.3079 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.4674 -42.2996 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.4624 -42.2913 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.4575 -42.2830 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.4753 -42.3567 243.778034 70.000000 180.000000 0.059968 1.965706 0.000000 2.777778	   7.0000000e+00
173.4703 -42.3483 243.778034 70.000000 180.000000 0.000000 1.965706 2.777778 5.555556	   7.0000000e+00
173.4654 -42.3400 243.778034 70.000000 180.000000 0.000000 1.965706 5.555556 8.333333	   7.0000000e+00
173.4604 -42.3317 243.778034 70.000000 180.000000 0.000000 1.965706 8.333333 11.111111	   7.0000000e+00
173.4555 -42.3234 243.778034 70.000000 180.000000 0.000000 1.965706 11.111111 13.888889	   7.0000000e+00
173.4505 -42.3151 243.778034 70.000000 180.000000 0.000000 1.965706 13.888889 16.666667	   7.0000000e+00
173.4456 -42.3067 243.778034 70.000000 180.000000 0.000000 1.965706 16.666667 19.444444	   7.0000000e+00
173.4406 -42.2984 243.778034 70.000000 180.000000 0.000000 1.965706 19.444444 22.222222	   7.0000000e+00
173.4357 -42.2901 243.778034 70.000000 180.000000 0.000000 1.965706 22.222222 25.000000	   7.0000000e+00
173.0075 -42.6266 267.985400 55.000000 180.000000 0.000000 1.975096 0.000000 2.500000	   8.0000000e+00
173.0077 -42.6108 267.985400 55.000000 180.000000 0.010656 1.975096 2.500000 5.000000	   8.0000000e+00
173.0080 -42.5951 267.985400 55.000000 180.000000 0.005548 1.975096 5.000000 7.500000	   8.0000000e+00
173.0082 -42.5793 267.985400 55.000000 180.000000 0.000000 1.975096 7.500000 10.000000	   8.0000000e+00
173.0085 -42.5636 267.985400 55.000000 180.000000 0.000000 1.975096 10.000000 12.500000	   8.0000000e+00
173.0088 -42.5478 267.985400 55.000000 180.000000 0.000000 1.975096 12.500000 15.000000	   8.0000000e+00
173.0090 -42.5321 267.985400 55.000000 180.000000 0.000000 1.975096 15.000000 17.500000	   8.0000000e+00
173.0093 -42.5164 267.985400 55.000000 180.000000 0.000000 1.975096 17.500000 20.000000	   8.0000000e+00
173.0095 -42.5006 267.985400 55.000000 180.000000 0.000000 1.975096 20.000000 22.500000	   8.0000000e+00
173.0098 -42.4849 267.985400 55.000000 180.000000 0.000000 1.975096 22.500000 25.000000	   8.0000000e+00
172.9834 -42.6263 267.985400 55.000000 180.000000 0.000000 1.975096 0.000000 2.500000	   8.0000000e+00
172.9837 -42.6106 267.985400 55.000000 180.000000 0.284040 1.975096 2.500000 5.000000	   8.0000000e+00
172.9839 -42.5949 267.985400 55.000000 180.000000 0.300079 1.975096 5.000000 7.500000	   8.0000000e+00
172.9842 -42.5791 267.985400 55.000000 180.000000 0.181802 1.975096 7.500000 10.000000	   8.0000000e+00
172.9845 -42.5634 267.985400 55.000000 180.000000 0.055167 1.975096 10.000000 12.500000	   8.0000000e+00
172.9847 -42.5476 267.985400 55.000000 180.000000 0.000000 1.975096 12.500000 15.000000	   8.0000000e+00
172.9850 -42.5319 267.985400 55.000000 180.000000 0.000000 1.975096 15.000000 17.500000	   8.0000000e+00
172.9853 -42.5161 267.985400 55.000000 180.000000 0.000000 1.975096 17.500000 20.000000	   8.0000000e+00
172.9855 -42.5004 267.985400 55.000000 180.000000 0.000000 1.975096 20.000000 22.500000	   8.0000000e+00
172.9858 -42.4847 267.985400 55.000000 180.000000 0.000000 1.975096 22.500000 25.000000	   8.0000000e+00
172.9594 -42.6261 267.985400 55.000000 180.000000 0.009910 1.975096 0.000000 2.500000	   8.0000000e+00
172.9596 -42.6104 267.985400 55.000000 180.000000 0.781572 1.975096 2.500000 5.000000	   8.0000000e+00
172.9599 -42.5946 267.985400 55.000000 180.000000 0.847030 1.975096 5.000000 7.500000	   8.0000000e+00
172.9602 -42.5789 267.985400 55.000000 180.000000 0.578554 1.975096 7.500000 10.000000	   8.0000000e+00
172.9604 -42.5632 267.985400 55.000000 180.000000 0.253085 1.975096 10.000000 12.500000	   8.0000000e+00
172.9607 -42.5474 267.985400 55.000000 180.000000 0.044932 1.975096 12.500000 15.000000	   8.0000000e+00
172.9610 -42.5317 267.985400 55.000000 180.000000 0.000000 1.975096 15.000000 17.500000	   8.0000000e+00
172.9612 -42.5159 267.985400 55.000000 180.000000 0.000000 1.975096 17.500000 20.000000	   8.0000000e+00
172.9615 -42.5002 267.985400 55.000000 180.000000 0.000000 1.975096 20.000000 22.500000	   8.0000000e+00
172.9618 -42.4844 267.985400 55.000000 180.000000 0.000000 1.975096 22.500000 25.000000	   8.0000000e+00
172.9353 -42.6259 267.985400 55.000000 180.000000 0.499233 1.975096 0.000000 2.500000	   8.0000000e+00
172.9356 -42.6102 267.985400 55.000000 180.000000 1.535638 1.975096 2.500000 5.000000	   8.0000000e+00
172.9359 -42.5944 267.985400 55.000000 180.000000 1.629861 1.975096 5.000000 7.500000	   8.0000000e+00
172.9361 -42.5787 267.985400 55.000000 180.000000 1.193943 1.975096 7.500000 10.000000	   8.0000000e+00
172.9364 -42.5629 267.985400 55.000000 180.000000 0.625304 1.975096 10.000000 12.500000	   8.0000000e+00
172.9367 -42.5472 267.985400 55.000000 180.000000 0.192626 1.975096 12.500000 15.000000	   8.0000000e+00
172.9370 -42.5314 267.985400 55.000000 180.000000 0.006244 1.975096 15.000000 17.500000	   8.0000000e+00
172.9372 -42.5157 267.985400 55.000000 180.000000 0.000000 1.975096 17.500000 20.000000	   8.0000000e+00
172.9375 -42.5000 267.985400 55.000000 180.000000 0.000000 1.975096 20.000000 22.500000	   8.0000000e+00
172.9378 -42.4842 267.985400 55.000000 180.000000 0.000000 1.975096 22.500000 25.000000	   8.0000000e+00
172.9113 -42.6257 267.985400 55.000000 180.000000 1.206004 1.975096 0.000000 2.500000	   8.0000000e+00
172.9115 -42.6099 267.985400 55.000000 180.000000 2.457678 1.975096 2.500000 5.000000	   8.0000000e+00
172.9118 -42.5942 267.985400 55.000000 180.000000 2.549461 1.975096 5.000000 7.500000	   8.0000000e+00
172.9121 -42.5784 267.985400 55.000000 180.000000 1.947903 1.975096 7.500000 10.000000	   8.0000000e+00
172.9124 -42.5627 267.985400 55.000000 180.000000 1.131413 1.975096 10.000000 12.500000	   8.0000000e+00
172.9127 -42.5470 267.985400 55.000000 180.000000 0.448932 1.975096 12.500000 15.000000	   8.0000000e+00
172.9129 -42.5312 267.985400 55.000000 180.000000 0.075379 1.975096 15.000000 17.500000	   8.0000000e+00
172.9132 -42.5155 267.985400 55.000000 180.000000 0.000000 1.975096 17.500000 20.000000	   8.0000000e+00
172.9135 -42.4997 267.985400 55.000000 180.000000 0.000000 1.975096 20.000000 22.500000	   8.0000000e+00
172.9138 -42.4840 267.985400 55.000000 180.000000 0.000000 1.975096 22.500000 25.000000	   8.0000000e+00
172.8872 -42.6254 267.985400 55.000000 180.000000 2.465134 1.975096 0.000000 2.500000	   8.0000000e+00
172.8875 -42.6097 267.985400 55.000000 179.988294 3.465231 1.975096 2.500000 5.000000	   8.0000000e+00
172.8878 -42.5939 267.985400 55.000000 179.870290 3.460467 1.975096 5.000000 7.500000	   8.0000000e+00
172.8881 -42.5782 267.985400 55.000000 179.779318 2.702246 1.975096 7.500000 10.000000	   8.0000000e+00
172.8884 -42.5625 267.985400 55.000000 179.973713 1.671743 1.975096 10.000000 12.500000	   8.0000000e+00
172.8887 -42.5467 267.985400 55.000000 180.000000 0.762769 1.975096 12.500000 15.000000	   8.0000000e+00
172.8889 -42.5310 267.985400 55.000000 180.000000 0.196418 1.975096 15.000000 17.500000	   8.0000000e+00
172.8892 -42.5152 267.985400 55.000000 180.000000 0.000000 1.975096 17.500000 20.000000	   8.0000000e+00
172.8895 -42.4995 267.985400 55.000000 180.000000 0.000000 1.975096 20.000000 22.500000	   8.0000000e+00
172.8898 -42.4838 267.985400 55.000000 180.000000 0.000000 1.975096 22.500000 25.000000	   8.0000000e+00
173.1227 -42.5984 247.325508 55.000000 180.000000 3.601633 2.076677 0.000000 2.500000	   9.0000000e+00
173.1154 -42.5836 247.325508 55.000000 178.822886 4.350711 2.076677 2.500000 5.000000	   9.0000000e+00
173.1081 -42.5688 247.325508 55.000000 178.010701 4.178454 2.076677 5.000000 7.500000	   9.0000000e+00
173.1008 -42.5540 247.325508 55.000000 177.251946 3.286091 2.076677 7.500000 10.000000	   9.0000000e+00
173.0935 -42.5392 247.325508 55.000000 177.010746 2.110236 2.076677 10.000000 12.500000	   9.0000000e+00
173.0862 -42.5244 247.325508 55.000000 177.722176 1.044683 2.076677 12.500000 15.000000	   9.0000000e+00
173.0789 -42.5096 247.325508 55.000000 180.000000 0.331675 2.076677 15.000000 17.500000	   9.0000000e+00
173.0716 -42.4948 247.325508 55.000000 180.000000 0.026704 2.076677 17.500000 20.000000	   9.0000000e+00
173.0643 -42.4800 247.325508 55.000000 180.000000 0.000000 2.076677 20.000000 22.500000	   9.0000000e+00
173.0570 -42.4652 247.325508 55.000000 180.000000 0.000000 2.076677 22.500000 25.000000	   9.0000000e+00
173.0989 -42.6048 247.325508 55.000000 180.000000 4.649530 2.076677 0.000000 2.500000	   9.0000000e+00
173.0916 -42.5900 247.325508 55.000000 176.742997 4.879520 2.076677 2.500000 5.000000	   9.0000000e+00
